1|4) Qu' ose -je donc proposer? 
1	Qu'	que	PRO	PROWH	s=int	2	suj	_	_
10	ne	ne	ADV	ADV	s=neg	11	mod	_	_
11	finissiez	finir	V	V	m=ind|n=p|p=2|t=impft	8	obj	_	_
12	pas	pas	ADV	ADV	s=neg	11	mod	_	_
13	à	à	P	P	_	11	mod	_	_
14	la	le	D	DET	g=f|n=s|s=def	16	det	_	_
15	même	même	A	ADJ	n=s|s=qual	16	mod	_	_
16	heure	heure	N	NC	g=f|n=s|s=c	13	obj	_	_
17	que	que	C	CS	s=s	11	obj	_	_
18	vos	son	D	DET	n=p|s=poss	19	det	_	_
19	collègues	collègue	N	NC	n=p|s=c	26	suj	_	_
20	donc	donc	ADV	ADV	_|marker=131	19	mod	_	_
21	comme	comme	P	P	_	19	dep	_	_
22	à	à	P	P	_	21	obj	_	_
23	l'	le	D	DET	n=s|s=def	24	obj	_	_
24	aller	aller	V	VINF	m=inf	22	obj	_	_
25	il	cln	CL	CLS	s=suj	26	suj	_	_
26	est	être	V	V	m=ind|n=s|p=3|t=pst	17	obj	_	_
27	préférable	préférable	A	ADJ	n=s|s=qual	26	ats	_	_
28	qu'	que	C	CS	s=s	26	mod	_	_
29	aucune	aucun	D	DET	g=f|n=s|s=ind	30	det	_	_
30	voiture	voiture	N	NC	g=f|n=s|s=c	32	suj	_	_
31	ne	ne	ADV	ADV	s=neg	32	mod	_	_
32	quitte	quitter	V	V	m=ind|n=s|p=3|t=pst	28	obj	_	_
33	Blagnac	Blagnac	N	NPP	g=m|n=s|s=p	32	obj	_	_
34	sans	sans	P	P	_|marker=352	32	mod	_	_
35	être	être	V	VINF	m=inf	34	obj	_	_
36	pleine	plein	A	ADJ	g=f|n=s|s=qual	35	ats	_	_
37	.	.	PONCT	PONCT	s=s	7	ponct	_	_

13|44) Il est donc inutile d' aller directement la bas. 
1	Il	cln	CL	CLS	s=suj	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
3	donc	donc	ADV	ADV	_|marker=131	2	mod	_	_
4	inutile	inutile	A	ADJ	n=s|s=qual	2	ats	_	_
5	d'	de	P	P	_	2	obj	_	_
6	aller	aller	V	VINF	m=inf	5	obj	_	_
7	directement	directement	ADV	ADV	_	6	mod	_	_
8	la	le	D	DET	g=f|n=s|s=def	9	det	_	_
9	bas	bas	N	NC	g=m|s=c	6	obj	_	_
10	.	.	PONCT	PONCT	s=s	2	ponct	_	_

14|48) - si vous n' avez pas de login et de mot de passe( car vous n' êtes pas étudiants INSA par_exemple), ou si le votre ne marche pas( c' est qu' on a mal noté votre nom dans la base de donnée de l' amicale) alors contactez le webmaster de l' amicale: webmaster@amicale-insat.fr rp@amicale-insat.fr la com' RP Inventaires Leclerc par vip, le 15/05/2007 Evitez de vous inscrire sur plusieurs sessions des inventaires s' il vous plaît. 
1	-	-	PONCT	PONCT	s=w	34	ponct	_	_
2	si	si	C	CS	s=s|marker=349|marker=349	34	mod	_	_
3	vous	cln	CL	CLS	s=suj	5	suj	_	_
4	n'	ne	ADV	ADV	s=neg	5	mod	_	_
5	avez	avoir	V	V	m=ind|n=p|p=2|t=pst	2	obj	_	_
6	pas	pas	ADV	ADV	s=neg	5	mod	_	_
7	de	de	P	P	_	5	de_obj	_	_
8	login	login	N	NC	s=c	7	obj	_	_
9	et	et	C	CC	s=c	7	coord	_	_
10	de	de	P	P	_	9	dep_coord	_	_
11	mot	mot	N	NC	g=m|n=s|s=c	10	obj	_	_
12	de	de	P	P	_	11	dep	_	_
13	passe	passe	N	NC	n=s|s=c	12	obj	_	_
14	(	(	PONCT	PONCT	s=w	2	ponct	_	_
15	car	car	C	CC	s=c|marker=68	2	coord	_	_
16	vous	cln	CL	CLS	s=suj	18	suj	_	_
17	n'	ne	ADV	ADV	s=neg	18	mod	_	_
18	êtes	être	V	V	m=ind|n=p|p=2|t=pst	15	dep_coord	_	_
19	pas	pas	ADV	ADV	s=neg	18	mod	_	_
20	étudiants	étudiant	A	ADJ	g=m|n=p|s=qual	18	ats	_	_
21	INSA	INSA	N	NPP	s=p	18	obj	_	_
22	par_exemple	par_exemple	ADV	ADV	_|marker=37	18	mod	_	_
23	)	)	PONCT	PONCT	s=w	18	ponct	_	_
24	,	,	PONCT	PONCT	s=w	18	ponct	_	_
25	ou	ou	C	CC	s=c	2	coord	_	_
26	si	si	C	CS	s=s	25	dep_coord	_	_
27	le	le	D	DET	g=m|n=s|s=def	30	obj	_	_
28	votre	son	D	DET	n=s|s=poss	30	suj	_	_
29	ne	ne	ADV	ADV	s=neg	30	mod	_	_
30	marche	marcher	V	V	m=ind|n=s|p=3|t=pst	26	obj	_	_
31	pas	pas	ADV	ADV	s=neg	30	mod	_	_
32	(	(	PONCT	PONCT	s=w	30	ponct	_	_
33	c'	cln	CL	CLS	s=suj	34	suj	_	_
34	est	être	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
35	qu'	que	C	CS	s=s	34	ats	_	_
36	on	cln	CL	CLS	s=suj	39	suj	_	_
37	a	avoir	V	V	m=ind|n=s|p=3|t=pst	39	aux_tps	_	_
38	mal	mal	ADV	ADV	_	39	mod	_	_
39	noté	noter	V	VPP	g=m|m=part|n=s|t=past	35	obj	_	_
40	votre	son	D	DET	n=s|s=poss	41	det	_	_
41	nom	nom	N	NC	g=m|n=s|s=c	39	obj	_	_
42	dans	dans	P	P	_	39	mod	_	_
43	la	le	D	DET	g=f|n=s|s=def	44	det	_	_
44	base	base	N	NC	g=f|n=s|s=c	42	obj	_	_
45	de	de	P	P	_	44	dep	_	_
46	donnée	donner	V	VPP	g=f|m=part|n=s|t=past	45	obj	_	_
47	de	de	P	P	_	46	de_obj	_	_
48	l'	le	D	DET	n=s|s=def	49	det	_	_
49	amicale	amical	A	ADJ	g=f|n=s|s=qual	47	obj	_	_
50	)	)	PONCT	PONCT	s=w	39	ponct	_	_
51	alors	alors	ADV	ADV	_|marker=7	39	mod	_	_
52	contactez	contacter	V	V	m=ind|n=p|p=2|t=pst	34	mod	_	_
53	le	le	D	DET	g=m|n=s|s=def	54	det	_	_
54	webmaster	webmaster	N	NC	s=c	52	suj	_	_
55	de	de	P	P	_	54	dep	_	_
56	l'	le	D	DET	n=s|s=def	57	det	_	_
57	amicale	amical	A	ADJ	g=f|n=s|s=qual	55	obj	_	_
58	:	:	PONCT	PONCT	s=w	34	ponct	_	_
59	webmaster@amicale-insat.fr	webmaster@amicale-insat.fr	N	NPP	s=p	34	mod	_	_
60	rp@amicale-insat.fr	rp@amicale-insat.fr	N	NPP	s=p	34	ats	_	_
61	la	le	D	DET	g=f|n=s|s=def	62	det	_	_
62	com	com	N	NC	s=c	84	suj	_	_
63	'	'	PONCT	PONCT	s=w	62	ponct	_	_
64	RP	RP	N	NC	s=c	62	mod	_	_
65	Inventaires	Inventaire	A	ADJ	s=qual	64	mod	_	_
66	Leclerc	Leclerc	N	NPP	s=p	64	mod	_	_
67	par	par	P	P	_	62	dep	_	_
68	vip	vip	N	NC	s=c	67	obj	_	_
69	,	,	PONCT	PONCT	s=w	84	ponct	_	_
70	le	le	D	DET	g=m|n=s|s=def	71	det	_	_
71	15/05/2007	15/05/2007	N	NC	s=card	84	suj	_	_
72	Evitez	Evitez	N	NPP	s=p	71	mod	_	_
73	de	de	P	P	_	71	dep	_	_
74	vous	clad	CL	CLO	s=obj	75	obj	_	_
75	inscrire	inscrire	V	VINF	m=inf	73	obj	_	_
76	sur	sur	P	P	_	75	mod	_	_
77	plusieurs	plusieurs	D	DET	n=p	78	det	_	_
78	sessions	session	N	NC	g=f|n=p|s=c	76	obj	_	_
79	des	de	P+D	P+D	s=def	78	dep	_	_
80	inventaires	inventaire	N	NC	g=m|n=p|s=c	79	obj	_	_
81	s'	se	CL	CLR	p=3|s=refl	84	aff	_	_
82	il	cln	CL	CLS	s=suj	84	suj	_	_
83	vous	clad	CL	CLO	s=obj	84	a_obj	_	_
84	plaît	plaire	V	V	m=ind|n=s|p=3|t=pst	34	mod	_	_
85	.	.	PONCT	PONCT	s=s	34	ponct	_	_

15|53) Maintenant quelques règles à respecter concernant les inscriptions qui n' étaient pas précisées et ont donc induit certaines personnes en erreur: * Vous ne pouvez inscrire aucune autre personne que vous-même sur votre compte. 
1	Maintenant	maintenant	ADV	ADV	_|marker=310	3	mod	_	_
2	quelques	quelque	D	DET	n=p|s=ind	3	det	_	_
3	règles	règle	N	NC	g=f|n=p|s=c	17	suj	_	_
4	à	à	P	P	_	17	mod	_	_
5	respecter	respecter	V	VINF	m=inf	4	obj	_	_
6	concernant	concernant	P	P	_	5	mod	_	_
7	les	le	D	DET	n=p|s=def	8	det	_	_
8	inscriptions	inscription	N	NC	g=f|n=p|s=c	6	obj	_	_
9	qui	qui	PRO	PROREL	s=rel	13	suj	_	_
10	n'	ne	ADV	ADV	s=neg	13	mod	_	_
11	étaient	étayer	V	V	m=ind|n=p|p=3|t=pst	13	aux_tps	_	_
12	pas	pas	ADV	ADV	s=neg	13	mod	_	_
13	précisées	préciser	V	VPP	g=f|m=part|n=p|t=past	8	mod_rel	_	_
14	et	et	C	CC	s=c	17	coord	_	_
15	ont	avoir	V	V	m=ind|n=p|p=3|t=pst	17	aux_tps	_	_
16	donc	donc	ADV	ADV	_|marker=131	17	mod	_	_
17	induit	induire	V	VPP	g=m|m=part|n=s|t=past	0	root	_	_
18	certaines	certain	D	DET	g=f|n=p	19	det	_	_
19	personnes	personne	N	NC	g=f|n=p|s=neg	17	obj	_	_
20	en	en	P	P	p=3	17	mod	_	_
21	erreur	erreur	N	NC	g=f|n=s|s=c	20	obj	_	_
22	:	:	PONCT	PONCT	s=w	17	ponct	_	_
23	*	*	N	NC	s=c	17	mod	_	_
24	Vous	cln	CL	CLS	s=suj	26	suj	_	_
25	ne	ne	ADV	ADV	s=neg	26	mod	_	_
26	pouvez	pouvoir	V	V	m=ind|n=p|p=2|t=pst	17	mod	_	_
27	inscrire	inscrire	V	VINF	m=inf	26	obj	_	_
28	aucune	aucun	D	DET	g=f|n=s|s=ind	30	det	_	_
29	autre	autre	A	ADJ	n=s|s=ind	30	mod	_	_
30	personne	personne	N	NC	g=f|n=s|s=neg	27	obj	_	_
31	que	que	C	CS	s=s	26	mod	_	_
32	vous-même	lui-même	PRO	PRO	_	26	obj	_	_
33	sur	sur	P	P	_	26	mod	_	_
34	votre	son	D	DET	n=s|s=poss	35	det	_	_
35	compte	compte	N	NC	g=m|n=s|s=c	33	obj	_	_
36	.	.	PONCT	PONCT	s=s	17	ponct	_	_

16|57) Spécial geeks: Il_y_a aussi un plugin de recherche compatible Firefox 2 et IE7! 
1	Spécial	spécial	A	ADJ	g=m|n=s|s=qual	2	mod	_	_
2	geeks	geek	N	NC	s=c	4	mod	_	_
3	:	:	PONCT	PONCT	s=w	4	ponct	_	_
4	Il_y_a	il_y_a	V	V	m=ind	0	root	_	_
5	aussi	aussi	ADV	ADV	_|marker=208	4	mod	_	_
6	un	un	D	DET	g=m|n=s|s=ind	7	det	_	_
7	plugin	plugin	N	NC	g=m|n=s|s=c	4	obj	_	_
8	de	de	P	P	_	7	dep	_	_
9	recherche	recherche	N	NC	g=f|n=s|s=c	8	obj	_	_
10	compatible	compatible	A	ADJ	n=s|s=qual	9	mod	_	_
11	Firefox	Firefox	N	NPP	s=p	9	mod	_	_
12	2	2	A	ADJ	s=card	11	mod	_	_
13	et	et	C	CC	s=c	12	coord	_	_
14	IE7	IE7	A	ADJ	s=qual	13	dep_coord	_	_
15	!	!	PONCT	PONCT	s=s	4	ponct	_	_

17|59) Le site sera donc pleinement fonctionnel ce jeudi. 
1	Le	le	D	DET	g=m|n=s|s=def	2	det	_	_
2	site	site	N	NC	g=m|n=s|s=c	3	suj	_	_
3	sera	être	V	V	m=ind|n=s|p=3|t=fut	0	root	_	_
4	donc	donc	ADV	ADV	_|marker=131	3	mod	_	_
5	pleinement	pleinement	ADV	ADV	_	3	mod	_	_
6	fonctionnel	fonctionnel	A	ADJ	g=m|n=s|s=qual	3	ats	_	_
7	ce	ce	D	DET	g=m|n=s|s=dem	8	det	_	_
8	jeudi	jeudi	N	NC	g=m|n=s|s=c	3	mod	_	_
9	.	.	PONCT	PONCT	s=s	3	ponct	_	_

18|63) Suite à 3h30 de vote voici les résultats du scrutin: Nombre total d' amicalistes: 1031 Nombre_de votants: 501 soit 48.59 % des amicalistes Voix en_faveur_de Vitamin': 304 soit 62.30 % des votes exprimés* 60.68 % des votants Voix en_faveur_des Irresistibles Irréductibles: 184 soit 37.70 % des votes exprimés* 36.73 % des votants Votes nuls et blancs: 13 soit 2.59 % des votants La liste élue est donc Vitamin', elle prendra ses fonctions le jeudi 26 octobre 2006. 
1	Suite	suite	N	NC	g=f|n=s|s=c	6	suj	_	_
2	à	à	P	P	_	1	dep	_	_
3	3h30	3h30	N	NC	s=c	2	obj	_	_
4	de	de	P	P	_	3	dep	_	_
5	vote	vote	N	NC	g=m|n=s|s=c	4	obj	_	_
6	voici	voici	V	V	m=ind	0	root	_	_
7	les	le	D	DET	n=p|s=def	8	det	_	_
8	résultats	résultat	N	NC	g=m|n=p|s=c	6	obj	_	_
9	du	de	P+D	P+D	s=def	8	dep	_	_
10	scrutin	scrutin	N	NC	g=m|n=s|s=c	9	obj	_	_
11	:	:	PONCT	PONCT	s=w	8	ponct	_	_
12	Nombre	nombre	N	NC	g=m|n=s|s=c	8	mod	_	_
13	total	total	A	ADJ	g=m|n=s|s=qual	12	mod	_	_
14	d'	de	P	P	_	12	dep	_	_
15	amicalistes	amicaliste	N	NC	s=c	14	obj	_	_
16	:	:	PONCT	PONCT	s=w	6	ponct	_	_
17	1031	1031	D	DET	s=card	19	det	_	_
18	Nombre_de	nombre_de	A	ADJ	s=qual	19	mod	_	_
19	votants	votant	N	NC	g=m|n=p|s=c	6	mod	_	_
20	:	:	PONCT	PONCT	s=w	19	ponct	_	_
21	501	501	N	NC	s=card	19	mod	_	_
22	soit	soit	C	CC	s=c|marker=286|marker=286|marker=286|marker=286	21	coord	_	_
23	48.59	48.59	D	DET	s=card	24	det	_	_
24	%	%	N	NC	g=m|s=c	22	dep_coord	_	_
25	des	de	P+D	P+D	s=def	24	dep	_	_
26	amicalistes	amicaliste	N	NC	s=c	25	obj	_	_
27	Voix	Voix	N	NPP	s=p	26	mod	_	_
28	en_faveur_de	en_faveur_de	P	P	_	22	dep_coord	_	_
29	Vitamin	Vitamin	N	NPP	s=p	28	obj	_	_
30	'	'	PONCT	PONCT	s=w	6	ponct	_	_
31	:	:	PONCT	PONCT	s=w	6	ponct	_	_
32	304	304	D	DET	s=card	6	mod	_	_
33	soit	soit	C	CC	s=c	6	coord	_	_
34	62.30	62.30	D	DET	s=card	35	det	_	_
35	%	%	N	NC	g=m|s=c	33	dep_coord	_	_
36	des	de	P+D	P+D	s=def	35	dep	_	_
37	votes	vote	N	NC	g=m|n=p|s=c	36	obj	_	_
38	exprimés*	exprimés*	P	P	_	33	dep_coord	_	_
39	60.68	60.68	D	DET	s=card	40	det	_	_
40	%	%	N	NC	g=m|s=c	38	obj	_	_
41	des	de	P+D	P+D	s=def	40	dep	_	_
42	votants	votant	N	NC	g=m|n=p|s=c	41	obj	_	_
43	Voix	Voix	N	NPP	s=p	42	mod	_	_
44	en_faveur_des	en_faveur_de	P	P	_	33	dep_coord	_	_
45	Irresistibles	Irresistibles	N	NPP	s=p	44	obj	_	_
46	Irréductibles	irréductible	A	ADJ	n=p|s=qual	45	mod	_	_
47	:	:	PONCT	PONCT	s=w	45	ponct	_	_
48	184	184	N	NC	s=card	45	mod	_	_
49	soit	soit	C	CC	s=c	6	coord	_	_
50	37.70	37.70	D	DET	s=card	51	det	_	_
51	%	%	N	NC	g=m|s=c	49	dep_coord	_	_
52	des	de	P+D	P+D	s=def	51	dep	_	_
53	votes	vote	N	NC	g=m|n=p|s=c	52	obj	_	_
54	exprimés*	exprimés*	P	P	_	49	dep_coord	_	_
55	36.73	36.73	D	DET	s=card	56	det	_	_
56	%	%	N	NC	g=m|s=c	54	obj	_	_
57	des	de	P+D	P+D	s=def	56	dep	_	_
58	votants	votant	N	NC	g=m|n=p|s=c	57	obj	_	_
59	Votes	Votes	N	NPP	s=p	58	mod	_	_
60	nuls	nul	A	ADJ	g=m|n=p|s=neg	59	mod	_	_
61	et	et	C	CC	s=c	60	coord	_	_
62	blancs	blanc	A	ADJ	g=m|n=p|s=qual	61	dep_coord	_	_
63	:	:	PONCT	PONCT	s=w	6	ponct	_	_
64	13	13	D	DET	s=card	6	mod	_	_
65	soit	soit	C	CC	s=c	6	coord	_	_
66	2.59	2.59	D	DET	s=card	67	det	_	_
67	%	%	N	NC	g=m|s=c	65	dep_coord	_	_
68	des	de	P+D	P+D	s=def	67	dep	_	_
69	votants	votant	N	NC	g=m|n=p|s=c	68	obj	_	_
70	La	le	D	DET	g=f|n=s|s=def	71	det	_	_
71	liste	liste	N	NC	g=f|n=s|s=c	73	suj	_	_
72	élue	élire	A	ADJ	g=f|m=part|n=s|s=qual|t=past	71	mod	_	_
73	est	être	V	V	m=ind|n=s|p=3|t=pst	6	mod	_	_
74	donc	donc	ADV	ADV	_|marker=131	73	mod	_	_
75	Vitamin	Vitamin	N	NPP	s=p	73	ats	_	_
76	'	'	PONCT	PONCT	s=w	6	ponct	_	_
77	,	,	PONCT	PONCT	s=w	79	ponct	_	_
78	elle	cln	CL	CLS	s=suj	79	suj	_	_
79	prendra	prendre	V	V	m=ind|n=s|p=3|t=fut	6	mod	_	_
80	ses	son	D	DET	n=p|s=poss	81	det	_	_
81	fonctions	fonction	N	NC	g=f|n=p|s=c	79	suj	_	_
82	le	le	D	DET	g=m|n=s|s=def	83	det	_	_
83	jeudi	jeudi	N	NC	g=m|n=s|s=c	6	obj	_	_
84	26	26	A	ADJ	s=card	83	mod	_	_
85	octobre	octobre	N	NC	g=m|n=s|s=c	83	mod	_	_
86	2006	2006	A	ADJ	s=card	85	mod	_	_
87	.	.	PONCT	PONCT	s=s	6	ponct	_	_

19|66) Et après, que va -t-il donc se passer nom d' un bachi bouzouk? 
1	Et	et	C	CC	s=c	0	root	_	_
2	après	après	P	P	_	5	mod	_	_
3	,	,	PONCT	PONCT	s=w	5	ponct	_	_
4	que	que	C	CS	s=s	5	obj	_	_
5	va	aller	V	V	m=ind|n=s|p=3|t=pst	1	dep_coord	_	_
6	-t-il	cln	CL	CLS	s=suj	5	suj	_	_
7	donc	donc	ADV	ADV	_|marker=131	5	mod	_	_
8	se	se	CL	CLR	p=3|s=refl	9	aff	_	_
9	passer	passer	V	VINF	m=inf	5	obj	_	_
10	nom	nom	N	NC	g=m|n=s|s=c	9	obj	_	_
11	d'	de	P	P	_	10	dep	_	_
12	un	un	D	DET	g=m|n=s|s=ind	14	det	_	_
13	bachi	bachi	A	ADJ	s=qual	14	mod	_	_
14	bouzouk	bouzouk	N	NC	g=m|n=s|s=c	11	obj	_	_
15	?	?	PONCT	PONCT	s=s	1	ponct	_	_

20|68) à Samedi donc pour entrer dans le vif du sujet et la grande finale. 
1	à	à	P	P	_	0	root	_	_
2	Samedi	samedi	N	NC	g=m|n=s|s=c	1	obj	_	_
3	donc	donc	ADV	ADV	_|marker=131	2	mod	_	_
4	pour	pour	P	P	_	1	arg	_	_
5	entrer	entrer	V	VINF	m=inf	4	obj	_	_
6	dans	dans	P	P	_	5	p_obj	_	_
7	le	le	D	DET	g=m|n=s|s=def	8	det	_	_
8	vif	vif	A	ADJ	g=m|n=s|s=qual	6	obj	_	_
9	du	de	P+D	P+D	s=def	8	dep	_	_
10	sujet	sujet	N	NC	g=m|n=s|s=c	9	obj	_	_
11	et	et	C	CC	s=c	5	coord	_	_
12	la	le	D	DET	g=f|n=s|s=def	13	det	_	_
13	grande	grand	N	NC	g=f|n=s|s=c	11	dep_coord	_	_
14	finale	final	A	ADJ	g=f|n=s|s=qual	13	mod	_	_
15	.	.	PONCT	PONCT	s=s	1	ponct	_	_

21|83) Il y aussi, et vraiment chouettes: Duché de Longueville, Ecusson, La Pipardière. 
1	Il	cln	CL	CLS	s=suj	0	root	_	_
2	y	y	CL	CLO	p=3|s=obj	0	root	_	_
3	aussi	aussi	ADV	ADV	_|marker=208	0	root	_	_
4	,	,	PONCT	PONCT	s=w	5	ponct	_	_
5	et	et	C	CC	s=c	3	coord	_	_
6	vraiment	vraiment	ADV	ADV	_	7	mod	_	_
7	chouettes	chouette	A	ADJ	n=p|s=qual	5	dep_coord	_	_
8	:	:	PONCT	PONCT	s=w	3	ponct	_	_
9	Duché	Duché	N	NPP	s=p	3	mod	_	_
10	de	de	P	P	_	9	dep	_	_
11	Longueville	Longueville	N	NPP	g=m|n=s|s=p	10	obj	_	_
12	,	,	PONCT	PONCT	s=w	9	ponct	_	_
13	Ecusson	Ecusson	N	NPP	s=p	9	mod	_	_
14	,	,	PONCT	PONCT	s=w	9	ponct	_	_
15	La	le	D	DET	g=f|n=s|s=def	16	det	_	_
16	Pipardière	Pipardière	N	NPP	s=p	9	mod	_	_
17	.	.	PONCT	PONCT	s=s	3	ponct	_	_

22|85) Je ne possède pas de dons particuliers en_la_matière bien au_contraire, c'_est_pourquoi je vous proposerais ici des liens de sites pour réaliser vos oeuvres. 
1	Je	cln	CL	CLS	s=suj	3	suj	_	_
2	ne	ne	ADV	ADV	s=neg	3	mod	_	_
3	possède	posséder	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
4	pas	pas	ADV	ADV	s=neg	3	mod	_	_
5	de	un	D	DET	n=p|s=ind	6	det	_	_
6	dons	don	N	NC	g=m|n=p|s=c	3	obj	_	_
7	particuliers	particulier	A	ADJ	g=m|n=p|s=qual	6	mod	_	_
8	en_la_matière	en_la_matière	ADV	ADV	_	10	mod	_	_
9	bien	bien	ADV	ADV	_	10	mod	_	_
10	au_contraire	au_contraire	ADV	ADV	_|marker=278	6	mod	_	_
11	,	,	PONCT	PONCT	s=w	6	ponct	_	_
12	c'_est_pourquoi	c'est_pourquoi	ADV	ADV	_	6	mod	_	_
13	je	cln	CL	CLS	s=suj	15	suj	_	_
14	vous	clad	CL	CLO	s=obj	15	a_obj	_	_
15	proposerais	proposer	V	V	m=ind|n=s|p=2|t=cond	3	mod	_	_
16	ici	ici	ADV	ADV	_	15	mod	_	_
17	des	de	D	DET	_	18	det	_	_
18	liens	lien	N	NC	g=m|n=p|s=c	15	obj	_	_
19	de	de	P	P	_	18	dep	_	_
20	sites	site	N	NC	g=m|n=p|s=c	19	obj	_	_
21	pour	pour	P	P	_	15	mod	_	_
22	réaliser	réaliser	V	VINF	m=inf	21	obj	_	_
23	vos	son	D	DET	n=p|s=poss	24	det	_	_
24	oeuvres	oeuvres	N	NC	g=f|n=p|s=c	22	obj	_	_
25	.	.	PONCT	PONCT	s=s	3	ponct	_	_

23|87) J' ouvrirais alors un post où seront exposés vos créations. 
1	J'	cln	CL	CLS	s=suj	2	suj	_	_
2	ouvrirais	ouvrir	V	V	m=ind|n=s|p=2|t=cond	0	root	_	_
3	alors	alors	ADV	ADV	_|marker=7	2	mod	_	_
4	un	un	D	DET	g=m|n=s|s=ind	5	det	_	_
5	post	post	N	NC	s=c	2	obj	_	_
6	où	où	PRO	PROREL	s=rel	8	suj	_	_
7	seront	être	V	V	m=ind|n=p|p=3|t=fut	8	aux_pass	_	_
8	exposés	exposer	V	VPP	g=m|m=part|n=p|t=past	5	mod_rel	_	_
9	vos	son	D	DET	n=p|s=poss	10	det	_	_
10	créations	création	N	NC	g=f|n=p|s=c	8	obj	_	_
11	.	.	PONCT	PONCT	s=s	2	ponct	_	_

24|88) Ainsi, chaque membre pourra voter pour l' oeuvre qu' il préfère. 
1	Ainsi	ainsi	ADV	ADV	_	5	mod	_	_
2	,	,	PONCT	PONCT	s=w	5	ponct	_	_
3	chaque	chaque	D	DET	n=s	4	det	_	_
4	membre	membre	N	NC	g=m|n=s|s=c	5	suj	_	_
5	pourra	pouvoir	V	V	m=ind|n=s|p=3|t=fut	0	root	_	_
6	voter	voter	V	VINF	m=inf	5	obj	_	_
7	pour	pour	P	P	_	6	mod	_	_
8	l'	le	D	DET	n=s|s=def	9	det	_	_
9	oeuvre	oeuvre	N	NC	n=s|s=c	7	obj	_	_
10	qu'	que	PRO	PROREL	s=rel	12	obj	_	_
11	il	cln	CL	CLS	s=suj	12	suj	_	_
12	préfère	préférer	V	V	m=ind|n=s|p=3|t=pst	9	mod_rel	_	_
13	.	.	PONCT	PONCT	s=s	5	ponct	_	_

25|90) . La rétine transforme tous ces éléments en influx nerveux qui sont alors transmis au cerveau par le nerf optique... 
1	.	.	PONCT	PONCT	s=s	4	ponct	_	_
2	La	le	D	DET	g=f|n=s|s=def	3	det	_	_
3	rétine	rétine	N	NC	g=f|n=s|s=c	4	suj	_	_
4	transforme	transformer	V	V	m=ind|n=s|p=3|t=pst	0	root	_	_
5	tous	tout	A	ADJ	g=m|n=p|s=ind	7	mod	_	_
6	ces	ce	D	DET	n=p|s=dem	7	det	_	_
7	éléments	élément	N	NC	g=m|n=p|s=c	4	obj	_	_
8	en	en	P	P	p=3	7	dep	_	_
9	influx	influx	N	NC	g=m|s=c	8	obj	_	_
10	nerveux	nerveux	A	ADJ	g=m|s=qual	9	mod	_	_
11	qui	qui	PRO	PROREL	s=rel	14	suj	_	_
12	sont	être	V	V	m=ind|n=p|p=3|t=pst	14	aux_pass	_	_
13	alors	alors	ADV	ADV	_|marker=7	14	mod	_	_
14	transmis	transmettre	V	VPP	g=m|m=part|t=past	7	mod_rel	_	_
15	au	à	P+D	P+D	s=def	14	a_obj	_	_
16	cerveau	cerveau	N	NC	g=m|n=s|s=c	15	obj	_	_
17	par	par	P	P	_	14	p_obj	_	_
18	le	le	D	DET	g=m|n=s|s=def	19	det	_	_
19	nerf	nerf	N	NC	g=m|n=s|s=c	17	obj	_	_
20	optique	optique	A	ADJ	n=s|s=qual	19	mod	_	_
21	...	...	PONCT	PONCT	s=s	4	ponct	_	_

26|96) Sachez aussi que votre IP est enregistrée et horodatée. 
1	Sachez	Sachez	N	NPP	s=p	0	root	_	_
2	aussi	aussi	ADV	ADV	_|marker=208	1	mod	_	_
3	que	que	C	CS	s=s	1	dep	_	_
4	votre	son	D	DET	n=s|s=poss	5	det	_	_
5	IP	IP	N	NPP	s=p	7	suj	_	_
6	est	être	V	V	m=ind|n=s|p=3|t=pst	7	aux_pass	_	_
7	enregistrée	enregistrer	V	VPP	g=f|m=part|n=s|t=past	3	obj	_	_
8	et	et	C	CC	s=c	7	coord	_	_
9	horodatée	horodaté	A	ADJ	g=f|n=s|s=qual	8	dep_coord	_	_
10	.	.	PONCT	PONCT	s=s	1	ponct	_	_

27|97) Si votre commentaire appelle une réponse d' intérêt général, vous trouverez celle-ci sur la page des" questions et réponses", que je vous conseille de lire avant_de poser votre question, car la réponse s' y trouve peut-être déjà, et vous pouvez aussi aller sur la page" plan du site" et utiliser le moteur de recherche. 
1	Si	si	C	CS	s=s	12	mod	_	_
2	votre	son	D	DET	n=s|s=poss	3	det	_	_
3	commentaire	commentaire	N	NC	g=m|n=s|s=c	4	suj	_	_
4	appelle	appeler	V	V	m=ind|n=s|p=3|t=pst	1	obj	_	_
5	une	un	D	DET	g=f|n=s|s=ind	6	det	_	_
6	réponse	réponse	N	NC	g=f|n=s|s=c	4	obj	_	_
7	d'	de	P	P	_	6	dep	_	_
8	intérêt	intérêt	N	NC	g=m|n=s|s=c	7	obj	_	_
9	général	général	A	ADJ	g=m|n=s|s=qual	8	mod	_	_
10	,	,	PONCT	PONCT	s=w	12	ponct	_	_
11	vous	cln	CL	CLS	s=suj	12	suj	_	_
12	trouverez	trouver	V	V	m=ind|n=p|p=2|t=fut	0	root	_	_
